Date,VIX_Close,GSPC_Close
2004-01-02,18.219999313354492,1108.47998046875
2004-01-05,17.489999771118164,1122.219970703125
2004-01-06,16.729999542236328,1123.6700439453125
2004-01-07,15.5,1126.3299560546875
2004-01-08,15.609999656677246,1131.9200439453125
2004-01-09,16.75,1121.8599853515625
2004-01-12,16.81999969482422,1127.22998046875
2004-01-13,18.040000915527344,1121.219970703125
2004-01-14,16.75,1130.52001953125
2004-01-15,15.5600004196167,1132.050048828125
2004-01-16,15.0,1139.8299560546875
2004-01-20,15.210000038146973,1138.77001953125
2004-01-21,14.34000015258789,1147.6199951171875
2004-01-22,14.710000038146973,1143.93994140625
2004-01-23,14.84000015258789,1141.550048828125
2004-01-26,14.550000190734863,1155.3699951171875
2004-01-27,15.350000381469727,1144.050048828125
2004-01-28,16.780000686645508,1128.47998046875
2004-01-29,17.139999389648438,1134.1099853515625
2004-01-30,16.6299991607666,1131.1300048828125
2004-02-02,17.110000610351562,1135.260009765625
2004-02-03,17.34000015258789,1136.030029296875
2004-02-04,17.8700008392334,1126.52001953125
2004-02-05,17.709999084472656,1128.5899658203125
2004-02-06,16.0,1142.760009765625
2004-02-09,16.389999389648438,1139.81005859375
2004-02-10,15.9399995803833,1145.5400390625
2004-02-11,15.390000343322754,1157.760009765625
2004-02-12,15.3100004196167,1152.1099853515625
2004-02-13,15.579999923706055,1145.81005859375
2004-02-17,15.399999618530273,1156.989990234375
2004-02-18,15.59000015258789,1151.8199462890625
2004-02-19,15.800000190734863,1147.06005859375
2004-02-20,16.040000915527344,1144.1099853515625
2004-02-23,16.290000915527344,1140.989990234375
2004-02-24,15.899999618530273,1139.0899658203125
2004-02-25,14.930000305175781,1143.6700439453125
2004-02-26,14.829999923706055,1144.9100341796875
2004-02-27,14.550000190734863,1144.93994140625
2004-03-01,14.4399995803833,1155.969970703125
2004-03-02,14.859999656677246,1149.0999755859375
2004-03-03,14.550000190734863,1151.030029296875
2004-03-04,14.399999618530273,1154.8699951171875
2004-03-05,14.479999542236328,1156.8599853515625
2004-03-08,15.789999961853027,1147.199951171875
